age,gender,weight_kg,height_m,height_cm,bmi,bmi_category,max_bpm,avg_bpm,resting_bpm,session_duration_h,calories_burned,fat_pct,water_intake_l,workout_freq,workout_type,experience_level,bmr,tdee,inferred_goal,fitness_category,diet_plan,workout_plan
30,Male,85.3,1.95,195.0,22.43,Normal,160,155,68,1.61,1373.0,10.4,3.5,5,Yoga,3,1926.8,3660.9,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
49,Female,45.2,1.74,174.0,14.93,Underweight,164,156,73,1.24,870.0,30.8,2.1,3,Strength,2,1133.5,1756.9,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
56,Male,55.6,1.92,192.0,15.08,Underweight,181,136,62,0.68,458.0,29.4,3.2,3,Strength,1,1481.0,2295.6,Weight Gain,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
49,Male,82.8,1.95,195.0,21.78,Normal,183,159,73,1.91,1503.0,14.3,3.5,5,Yoga,3,1806.8,3432.9,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
21,Male,125.2,1.66,166.0,45.43,Obese,196,159,60,1.38,1207.0,29.8,3.4,3,HIIT,2,2189.5,3393.7,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
47,Female,58.5,1.79,179.0,18.26,Underweight,195,131,71,1.42,837.0,30.3,2.4,4,Yoga,2,1307.8,2256.0,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
54,Male,86.1,1.95,195.0,22.64,Normal,195,140,64,1.17,811.0,27.9,3.4,2,Yoga,1,1814.8,2495.3,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
40,Female,63.5,1.61,161.0,24.5,Normal,163,159,59,1.31,1041.0,33.4,1.6,3,Cardio,2,1280.2,1984.3,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
56,Male,69.3,1.68,168.0,24.55,Normal,195,138,58,0.66,451.0,26.5,2.1,2,Yoga,1,1468.0,2018.5,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
32,Female,70.5,1.62,162.0,26.86,Overweight,177,122,58,1.24,756.0,28.4,1.8,2,Strength,1,1396.5,1920.2,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
46,Female,60.1,1.65,165.0,22.08,Normal,175,137,69,1.69,1042.0,17.3,2.7,4,Cardio,3,1241.2,2141.1,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
53,Male,94.1,1.95,195.0,24.75,Normal,177,138,50,0.89,608.0,28.6,3.5,3,HIIT,1,1899.8,2944.7,Maintain Fitness,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
30,Female,79.2,1.62,162.0,30.18,Obese,181,166,66,1.26,1046.0,28.0,2.5,4,Cardio,2,1493.5,2576.3,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
49,Male,115.3,1.91,191.0,31.61,Obese,161,125,61,1.38,854.0,29.2,3.2,2,HIIT,1,2106.8,2896.9,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
24,Female,62.9,1.79,179.0,19.63,Normal,180,135,59,1.42,958.0,27.3,2.3,4,Cardio,2,1466.8,2530.2,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
39,Male,62.0,1.64,164.0,23.05,Normal,195,127,54,0.97,678.0,27.5,3.2,3,Cardio,1,1455.0,2255.2,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
45,Male,88.5,1.78,178.0,27.93,Overweight,198,167,67,1.53,1265.0,13.2,3.5,4,HIIT,3,1777.5,3066.2,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
19,Female,73.9,1.77,177.0,23.59,Normal,198,137,64,1.28,877.0,32.5,2.6,3,Strength,2,1589.2,2463.3,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
59,Male,50.3,1.95,195.0,13.23,Underweight,188,167,55,1.07,885.0,24.4,3.4,3,Strength,1,1431.8,2219.3,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
23,Male,83.1,1.8,180.0,25.65,Overweight,185,162,56,0.7,624.0,29.3,3.1,3,Strength,1,1846.0,2861.3,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
45,Female,65.1,1.78,178.0,20.55,Normal,180,158,66,1.46,1038.0,31.3,2.3,3,Cardio,1,1377.5,2135.1,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
45,Male,46.6,1.79,179.0,14.54,Underweight,176,168,55,1.46,1214.0,22.9,2.4,3,Yoga,2,1364.8,2115.4,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
37,Male,103.5,1.89,189.0,28.97,Overweight,175,168,57,0.54,499.0,26.4,3.1,2,Cardio,1,2036.2,2799.8,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
47,Female,61.9,1.54,154.0,26.1,Overweight,190,131,61,1.95,1150.0,16.4,2.7,4,Yoga,3,1185.5,2045.0,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
28,Female,52.0,1.61,161.0,20.06,Normal,168,164,70,1.32,1082.0,27.9,2.0,3,Yoga,2,1225.2,1899.1,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
45,Male,113.4,1.71,171.0,38.78,Obese,190,129,63,0.83,530.0,24.0,2.3,2,Strength,1,1982.8,2726.3,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
42,Male,62.9,1.98,198.0,16.04,Underweight,173,126,61,1.42,886.0,28.5,3.4,4,Yoga,2,1661.5,2866.1,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
56,Female,40.4,1.8,180.0,12.47,Underweight,196,165,72,1.23,913.0,30.0,2.1,4,Cardio,2,1088.0,1876.8,Weight Gain,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
50,Female,67.1,1.75,175.0,21.91,Normal,161,120,59,0.67,362.0,31.8,2.7,3,Cardio,1,1353.8,2098.4,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
18,Male,70.0,1.61,161.0,27.01,Overweight,173,168,71,1.3,1201.0,23.9,2.5,2,Strength,1,1621.2,2229.2,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
44,Female,69.5,1.75,175.0,22.69,Normal,192,155,69,1.02,711.0,27.6,2.1,3,HIIT,1,1407.8,2182.1,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
30,Male,107.9,1.66,166.0,39.16,Obese,194,140,64,1.08,832.0,29.5,2.8,3,Cardio,2,1971.5,3055.8,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
58,Male,109.0,1.91,191.0,29.88,Overweight,198,156,56,1.49,1151.0,26.0,2.2,3,Yoga,2,1998.8,3098.1,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
20,Male,101.0,1.91,191.0,27.69,Overweight,179,143,58,1.36,1070.0,29.3,2.7,3,Cardio,2,2108.8,3268.6,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
56,Male,88.5,1.85,185.0,25.86,Overweight,161,144,59,1.57,1119.0,11.0,3.5,4,Cardio,3,1766.2,3046.7,Weight Loss,Fit,Low Calorie Balanced Diet,Cardio Endurance Training
23,Male,80.9,1.8,180.0,24.97,Normal,178,126,59,1.55,1074.0,10.7,3.5,4,Cardio,3,1824.0,3146.4,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
25,Female,43.1,1.62,162.0,16.42,Underweight,196,161,65,1.04,837.0,33.6,1.8,4,HIIT,2,1157.5,1996.7,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
44,Female,59.1,1.52,152.0,25.58,Overweight,177,136,56,1.58,967.0,18.4,2.7,5,Yoga,3,1160.0,2204.0,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
26,Female,54.0,1.53,153.0,23.07,Normal,175,148,54,1.14,844.0,26.9,1.7,3,Strength,1,1205.2,1868.1,Muscle Gain,Moderately Fit,High Protein Veg Diet,Beginner Fitness Routine
54,Female,72.3,1.78,178.0,22.82,Normal,163,149,72,1.27,852.0,27.7,1.8,2,Cardio,1,1404.5,1931.2,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
50,Male,51.1,1.98,198.0,13.03,Underweight,171,126,52,0.92,574.0,28.0,2.4,2,Yoga,1,1503.5,2067.3,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
59,Male,89.4,1.72,172.0,30.22,Obese,188,152,67,1.08,813.0,24.5,3.2,3,Yoga,1,1679.0,2602.5,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
41,Male,51.5,1.8,180.0,15.9,Underweight,166,126,60,1.09,680.0,26.7,2.1,4,Strength,2,1440.0,2484.0,Weight Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
32,Male,87.9,1.88,188.0,24.87,Normal,173,143,64,1.52,1195.0,11.6,3.5,5,Cardio,3,1899.0,3608.1,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
49,Female,42.0,1.52,152.0,18.18,Underweight,171,130,70,1.1,644.0,28.8,2.2,3,HIIT,1,964.0,1494.2,Weight Gain,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
49,Male,79.2,1.72,172.0,26.77,Overweight,194,128,69,1.46,925.0,29.9,3.3,3,Yoga,1,1627.0,2521.8,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
41,Male,64.8,1.71,171.0,22.16,Normal,164,131,54,1.2,778.0,22.5,2.8,3,Strength,2,1516.8,2351.0,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
58,Female,63.0,1.78,178.0,19.88,Normal,176,154,73,1.58,1095.0,17.5,2.7,4,HIIT,3,1291.5,2227.8,Maintain Fitness,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
29,Female,56.2,1.77,177.0,17.94,Underweight,191,123,61,0.68,418.0,33.4,2.6,3,Yoga,1,1362.2,2111.4,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
56,Female,52.9,1.64,164.0,19.67,Normal,169,155,53,1.1,767.0,27.4,2.3,3,Cardio,2,1113.0,1725.2,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
19,Female,49.0,1.69,169.0,17.16,Underweight,176,147,64,1.05,772.0,29.2,2.4,3,Yoga,1,1290.2,1999.8,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
20,Male,128.2,1.84,184.0,37.87,Obese,164,132,58,0.83,603.0,26.2,2.3,3,HIIT,1,2337.0,3622.3,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
54,Male,83.6,1.86,186.0,24.16,Normal,168,142,56,1.54,1082.0,12.4,3.5,5,HIIT,3,1733.5,3293.6,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
34,Female,56.2,1.77,177.0,17.94,Underweight,192,138,59,1.81,1249.0,17.3,2.7,5,Cardio,3,1337.2,2540.7,Weight Gain,Fit,High Carb Performance Diet,Cardio Endurance Training
19,Male,87.8,1.78,178.0,27.71,Overweight,195,161,72,1.28,1133.0,23.6,3.3,2,Cardio,1,1900.5,2613.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
19,Male,85.9,1.85,185.0,25.1,Overweight,195,156,62,1.66,1424.0,12.9,3.5,4,Strength,3,1925.2,3321.0,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
45,Male,51.1,1.87,187.0,14.61,Underweight,177,158,57,1.44,1126.0,26.2,3.4,4,Cardio,2,1459.8,2518.2,Weight Gain,Fit,High Carb Performance Diet,Cardio Endurance Training
40,Female,57.4,1.71,171.0,19.63,Normal,168,143,61,1.87,1337.0,18.3,2.7,5,Strength,3,1281.8,2435.4,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
54,Male,114.9,1.92,192.0,31.17,Obese,188,135,71,1.2,802.0,20.7,2.6,4,HIIT,2,2084.0,3594.9,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
49,Female,62.1,1.66,166.0,22.54,Normal,173,152,73,1.37,937.0,31.3,1.8,3,HIIT,2,1252.5,1941.4,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
50,Male,57.1,1.91,191.0,15.65,Underweight,184,131,68,1.09,707.0,29.5,2.7,4,Yoga,2,1519.8,2621.7,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
18,Male,68.1,1.8,180.0,21.02,Normal,174,153,50,1.1,926.0,25.4,3.3,4,Yoga,2,1721.0,2968.7,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
36,Male,69.2,1.65,165.0,25.42,Overweight,165,126,65,1.23,852.0,27.2,2.7,3,Strength,1,1548.2,2399.7,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
19,Female,65.2,1.52,152.0,28.22,Overweight,188,130,71,1.23,800.0,30.6,2.4,3,Cardio,1,1346.0,2086.3,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
43,Male,108.6,1.73,173.0,36.29,Obese,174,150,66,1.33,988.0,28.5,2.2,2,Cardio,1,1957.2,2691.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
49,Female,40.0,1.65,165.0,14.69,Underweight,188,148,74,1.03,686.0,34.3,2.5,3,Yoga,2,1025.2,1589.1,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
23,Female,41.9,1.58,158.0,16.78,Underweight,163,132,67,0.56,370.0,26.8,1.8,3,HIIT,1,1130.5,1752.3,Weight Gain,Moderately Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
49,Female,68.3,1.52,152.0,29.56,Overweight,177,150,60,1.45,979.0,29.4,1.8,4,Strength,2,1227.0,2116.6,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
21,Male,88.4,1.6,160.0,34.53,Obese,198,121,67,1.71,1138.0,12.0,3.5,4,HIIT,3,1784.0,3077.4,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
28,Male,66.0,1.9,190.0,18.28,Underweight,175,158,56,1.18,1025.0,24.1,3.0,3,HIIT,1,1712.5,2654.4,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
34,Male,71.9,1.64,164.0,26.73,Overweight,170,134,67,1.26,929.0,21.3,2.1,4,Cardio,2,1579.0,2723.8,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
55,Male,75.6,1.71,171.0,25.85,Overweight,173,130,57,1.03,663.0,28.1,2.0,4,Strength,2,1554.8,2682.0,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
41,Female,63.4,1.59,159.0,25.08,Overweight,162,153,55,1.84,1267.0,15.2,2.7,5,HIIT,3,1261.8,2397.4,Weight Loss,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
22,Female,71.6,1.77,177.0,22.85,Normal,197,158,56,1.49,1177.0,30.3,1.8,3,Yoga,1,1551.2,2404.4,Maintain Fitness,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
51,Female,57.4,1.77,177.0,18.32,Underweight,177,123,72,1.08,598.0,31.6,2.1,4,Yoga,2,1264.2,2180.7,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
23,Male,83.8,1.99,199.0,21.16,Normal,179,130,71,1.79,1280.0,11.0,3.5,4,Cardio,3,1971.8,3401.4,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
39,Female,55.9,1.71,171.0,19.12,Normal,184,148,59,1.95,1443.0,19.5,2.7,5,Yoga,3,1271.8,2416.4,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
28,Male,87.0,1.76,176.0,28.09,Overweight,197,121,60,1.2,799.0,28.4,3.5,3,Yoga,2,1835.0,2844.2,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
33,Female,65.3,1.71,171.0,22.33,Normal,172,135,74,1.18,796.0,29.7,2.5,4,HIIT,2,1395.8,2407.8,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
50,Male,45.4,1.67,167.0,16.28,Underweight,163,158,62,1.37,1071.0,24.1,2.8,4,Yoga,2,1252.8,2161.1,Weight Gain,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
26,Male,87.1,1.87,187.0,24.91,Normal,173,132,58,1.71,1241.0,11.2,3.5,4,Yoga,3,1914.8,3303.0,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
23,Female,78.6,1.73,173.0,26.26,Overweight,192,156,56,1.47,1147.0,32.3,1.5,4,HIIT,2,1591.2,2744.8,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
33,Female,78.0,1.71,171.0,26.67,Overweight,187,136,58,1.08,734.0,26.3,2.1,3,Cardio,1,1522.8,2360.3,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
46,Female,58.0,1.53,153.0,24.78,Normal,196,140,62,1.83,1153.0,18.4,2.7,4,Cardio,3,1145.2,1975.5,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
20,Female,71.3,1.69,169.0,24.96,Normal,167,163,52,1.28,1043.0,33.4,2.3,3,Strength,2,1508.2,2337.7,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
37,Male,49.1,1.74,174.0,16.22,Underweight,193,138,52,1.11,842.0,22.3,2.6,3,Yoga,2,1398.5,2167.7,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Female,78.3,1.65,165.0,28.76,Overweight,164,126,50,1.24,703.0,33.7,1.6,3,HIIT,1,1388.2,2151.7,Weight Loss,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
36,Female,57.3,1.64,164.0,21.3,Normal,164,157,70,1.13,887.0,25.3,1.8,4,Strength,2,1257.0,2168.3,Muscle Gain,Fit,High Protein Veg Diet,Progressive Strength Training
43,Female,48.4,1.61,161.0,18.67,Normal,190,127,69,1.28,732.0,34.1,2.4,2,Cardio,1,1114.2,1532.0,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
20,Male,76.4,1.62,162.0,29.11,Overweight,168,132,51,1.35,980.0,21.2,2.6,4,Cardio,2,1681.5,2900.6,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
36,Male,110.2,1.77,177.0,35.18,Obese,191,156,74,1.19,1021.0,26.5,3.4,2,HIIT,1,2033.2,2795.7,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
37,Female,72.9,1.76,176.0,23.53,Normal,192,121,52,1.21,732.0,27.5,1.9,3,Strength,2,1483.0,2298.7,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
49,Male,82.1,1.86,186.0,23.73,Normal,162,160,64,1.87,1481.0,14.2,3.5,4,Strength,3,1743.5,3007.5,Muscle Gain,Fit,High Protein Non-Veg Diet,Compound Strength Training
24,Female,58.9,1.76,176.0,19.01,Normal,189,130,73,0.63,410.0,30.1,1.7,3,HIIT,1,1408.0,2182.4,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
58,Male,82.2,1.87,187.0,23.51,Normal,171,143,55,1.57,1111.0,10.7,3.5,4,HIIT,3,1705.8,2942.5,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
50,Male,96.7,1.72,172.0,32.69,Obese,188,125,62,1.46,903.0,25.7,2.7,3,Strength,2,1797.0,2785.3,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
57,Male,81.4,1.86,186.0,23.53,Normal,162,145,70,1.8,1292.0,12.0,3.5,5,Cardio,3,1696.5,3223.3,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
56,Male,107.8,1.73,173.0,36.02,Obese,185,126,50,1.09,680.0,26.6,2.8,3,Yoga,2,1884.2,2920.5,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
35,Female,65.8,1.62,162.0,25.07,Overweight,189,158,69,1.0,790.0,33.8,1.5,4,Cardio,2,1334.5,2302.0,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
57,Female,68.5,1.56,156.0,28.15,Overweight,168,138,68,1.45,900.0,29.1,1.6,4,HIIT,2,1214.0,2094.2,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
18,Female,63.9,1.59,159.0,25.28,Overweight,185,125,50,1.87,1169.0,16.4,2.7,4,Strength,3,1381.8,2383.6,Weight Loss,Fit,High Protein Veg Diet,Compound Strength Training
28,Male,76.3,1.62,162.0,29.07,Overweight,161,162,70,1.16,1034.0,20.1,2.3,3,Strength,2,1640.5,2542.8,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
45,Female,44.5,1.65,165.0,16.35,Underweight,162,148,71,1.44,959.0,30.7,1.6,3,Yoga,1,1090.2,1689.8,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
42,Female,50.7,1.75,175.0,16.56,Underweight,163,162,51,1.29,940.0,29.0,1.9,3,Strength,2,1229.8,1906.2,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
40,Female,55.1,1.61,161.0,21.26,Normal,184,158,64,1.55,1224.0,16.9,2.7,4,Yoga,3,1196.2,2063.4,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
48,Male,73.7,1.61,161.0,28.43,Overweight,172,121,63,1.36,815.0,21.8,3.6,4,Cardio,2,1508.2,2601.6,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
47,Male,55.6,1.77,177.0,17.75,Underweight,198,138,68,1.2,820.0,24.3,2.9,4,Cardio,2,1432.2,2470.5,Weight Gain,Fit,High Carb Performance Diet,Cardio Endurance Training
59,Male,86.9,1.76,176.0,28.05,Overweight,194,123,60,1.13,688.0,29.8,3.1,3,Strength,2,1679.0,2602.5,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
52,Female,60.3,1.68,168.0,21.36,Normal,182,125,64,1.6,900.0,16.5,2.7,4,Strength,3,1232.0,2125.2,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
24,Female,40.4,1.64,164.0,15.02,Underweight,168,168,55,0.99,832.0,31.0,1.9,2,HIIT,1,1148.0,1578.5,Weight Gain,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
33,Female,78.5,1.66,166.0,28.49,Overweight,161,156,69,1.29,1006.0,32.8,1.9,4,HIIT,2,1496.5,2581.5,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
43,Male,102.6,1.72,172.0,34.68,Obese,190,147,58,0.82,597.0,27.5,2.0,2,Strength,1,1891.0,2600.1,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
19,Male,110.8,1.91,191.0,30.37,Obese,161,149,54,1.31,1074.0,23.3,2.9,2,Strength,1,2211.8,3041.2,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
18,Female,60.9,1.79,179.0,19.01,Normal,191,126,69,1.11,699.0,31.1,2.1,2,Cardio,1,1476.8,2030.6,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
29,Male,55.7,1.61,161.0,21.49,Normal,177,128,51,1.41,993.0,28.7,2.3,3,Strength,1,1423.2,2206.0,Muscle Gain,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
22,Male,110.5,1.92,192.0,29.98,Overweight,172,144,55,1.16,919.0,20.2,3.3,3,HIIT,2,2200.0,3410.0,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
54,Male,55.2,1.71,171.0,18.88,Normal,164,152,67,0.77,579.0,24.4,2.8,2,Cardio,1,1355.8,1864.2,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
49,Male,46.5,1.72,172.0,15.72,Underweight,169,120,72,1.4,832.0,22.2,2.6,4,Yoga,2,1300.0,2242.5,Weight Gain,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
26,Female,70.9,1.66,166.0,25.73,Overweight,184,125,68,0.81,506.0,28.9,1.7,3,HIIT,1,1455.5,2256.0,Weight Loss,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
58,Male,74.6,1.75,175.0,24.36,Normal,193,137,58,1.09,739.0,24.2,2.9,2,HIIT,1,1554.8,2137.8,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
52,Male,45.1,1.72,172.0,15.24,Underweight,196,129,70,0.93,594.0,27.5,3.3,2,Cardio,1,1271.0,1747.6,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
36,Male,99.9,1.99,199.0,25.23,Overweight,189,147,73,1.33,1075.0,20.9,2.5,3,Yoga,1,2067.8,3205.1,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
33,Male,117.0,1.61,161.0,45.14,Obese,166,130,55,1.04,744.0,25.1,2.4,3,HIIT,2,2016.2,3125.1,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
20,Female,75.9,1.73,173.0,25.36,Overweight,165,152,63,1.39,1056.0,30.6,2.1,4,Strength,2,1579.2,2724.1,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
37,Female,71.2,1.64,164.0,26.47,Overweight,162,120,73,1.11,666.0,29.9,1.7,3,HIIT,2,1391.0,2156.1,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
41,Male,78.8,1.72,172.0,26.64,Overweight,172,132,62,1.01,660.0,27.3,3.1,4,Cardio,2,1663.0,2868.7,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
50,Male,50.6,1.69,169.0,17.72,Underweight,162,156,60,1.31,1012.0,23.8,3.0,2,Cardio,1,1317.2,1811.2,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
41,Male,82.5,1.79,179.0,25.75,Overweight,185,139,61,1.69,1163.0,14.7,3.5,4,Cardio,3,1743.8,3008.1,Weight Loss,Fit,Low Calorie Balanced Diet,Cardio Endurance Training
28,Male,108.5,1.79,179.0,33.86,Obese,183,120,68,1.33,878.0,24.8,2.1,4,HIIT,2,2068.8,3568.7,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
25,Male,49.9,1.98,198.0,12.73,Underweight,165,122,68,1.15,772.0,25.7,2.1,3,Yoga,2,1616.5,2505.6,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Male,125.1,1.91,191.0,34.29,Obese,171,137,70,0.52,353.0,28.3,3.1,2,Strength,1,2184.8,3004.1,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
